path,target
datasets/roboflow/kelapa-megatron-kupas/train/Test_95_jpg.rf.5130e97cf6c7ea4944c0a2e8ed71bc0c.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_24_jpg.rf.a9c2faf2e06ae78d06382dbf8838cfd3.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_120_jpg.rf.5b4e7525fef2afbfc2e0097f0d35e5fa.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/39_jpeg.rf.f908ccb9c84175a51431d6a8a54537d9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/6_jpeg.rf.0fc27ad3cddff52ba88b4cfde02f7033.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_105_jpg.rf.925adfe85636e54ae04b42cffb58e12b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/35_jpeg.rf.ce0b1e39150e17a280d5bcb435f7560f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/30_jpeg.rf.4ea65f5acbc3f2be0b0aeb645aa9a666.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_0_jpg.rf.d5ab5753a38e72b3841505ff107f3cce.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_26_jpeg.rf.20ab89d2ab6c5e74cdd94731ac963c4f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_14_jpg.rf.d023cd30cb06d8c4135b24dfa0ad6689.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_94_jpg.rf.65cb0f897cb81f2032474ad7c521204d.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_8_jpg.rf.f565f8b73a2d9c3a6cc29b8255d80723.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_195_jpg.rf.2ded1d9c44b913ae8db63dc5334588fe.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_193_jpg.rf.6f17eb86a63c6414d53e8196f06c3847.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_19_jpg.rf.a96fcb9937a8c00633885d62f2df4612.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_155_jpg.rf.edbf8887df3aa9c12d6f813fd6c48f76.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/3_jpeg.rf.414825fd9aa40fc98865ab375eca6940.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_150_jpg.rf.b1f7dfac9c2af6338eb90d018b364856.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_60_jpg.rf.a12ffa6549fbc9b4f17420da412f7019.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_51_jpg.rf.73e14676c2d3b01f7c5341a00475e205.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/9_jpeg.rf.7553e5c27f38fc1b0df707f20747e179.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_124_jpg.rf.f23ebe5a723e925b9a7ac58e98c1b200.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/10_jpg.rf.205a9b248665ce362ea3c56d7c698470.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/22_jpg.rf.52aa589824b9bc90429f706065c5346e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/69_jpeg.rf.303e424a15dfa0574b60c2a06209d652.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_154_jpg.rf.309d8a08e3ebac06657e2b7d9ab3ab22.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_10_jpg.rf.3e269cc0138ec741a6dc59fda22f7a01.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/34_jpeg.rf.fe782e419169a2804c5ec1b0dd841c82.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_11_jpg.rf.9aac3eaf0ade324f501376d1b634717b.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_14_jpg.rf.637c8553771e398741545f5cf1c2067f.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_155_jpg.rf.0ba045f3f195624ccbc7aaf62df7bd8c.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/37_jpeg.rf.34f45a936b4353edc3c2ac98488d237e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/25_jpeg.rf.9145540d0b9f263bdf37a8b07dfbf681.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/26_jpeg.rf.87f64b280af585dac9efbb759f9aa2dc.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_183_jpg.rf.481ab597649f3b3d9abd283a62faedc5.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_49_jpg.rf.69db3839a5e616a42f8db0ffdb03ad02.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/28_jpeg.rf.b82337ba5f9b327e72be965ae188fc4e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_118_jpg.rf.ecd242f8dfe5dacbd2c6a1b74f3906ec.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_1_jpg.rf.4cd2d361f279207b4375079e07f014d7.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_121_jpg.rf.45b3f01a989c6d9d9f50e1a04bd6b558.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/33_jpeg.rf.59778936ab7002c89e0076a50ac5fbac.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_219_jpg.rf.6d11954553a2fb14f9a5af473088c984.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_36_jpg.rf.db928ab4bc4cd40f71b4391691d451f3.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_33_jpg.rf.d9ce12d3625adaa1fe3bfffe7dcb6fed.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_128_jpg.rf.403f14ffdbf05871c60784947e5bd021.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_218_jpg.rf.0ca9e8452e90c83dfa0bad2ced8949b9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_51_jpg.rf.e83cb5573831f0e049aca358c7530950.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_151_jpg.rf.7dae9a949e82834ea9797751ed1427e6.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_118_jpg.rf.172aee90775ef66b8dd21756f63c5c00.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_79_jpg.rf.a4a56c0e07f70b08c1fe065e053732dc.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_142_jpg.rf.8f64708c29346d53b92df29936fffb10.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_61_jpg.rf.2026d3cbe6592a9402a6d8bac8161a2e.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/17_jpeg.rf.32ba57dfe6f872e48d9037da25c042bc.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_197_jpg.rf.fa1e8d07352d28abea830cdf31546f46.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/LINE_ALBUM_-2_-_126_jpg.rf.f577fe2665c41b1d80d167d3dd74d5a9.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/44_jpeg.rf.56ca54236b80a978b7f72c85dbad15ce.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/Test_11_jpg.rf.9f7e0c14f8b2533d54f20c2b01aabc48.jpg,Other
datasets/roboflow/kelapa-megatron-kupas/train/frame_3_jpg.rf.13457ea7e4938eb463f13336948945eb.jpg,Other
